id,title,description,image_url,category,badge,is_active,created_at,duration,group_size_min,group_size_max,highlights
0f55d1cd-bc72-491c-891b-8c5dbbcb8028,Art Studio Workshop,Express creativity and build connections through collaborative art.,https://images.unsplash.com/photo-1460661419201-fd4cecdf8a8b?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=2070&q=80,experiences,,true,2025-02-07 13:00:26.731043+00,
38ed7118-fb8d-443c-9f78-57b9e7f366eb,Culinary Team Experience,"Cook together, learn together, succeed together.",https://images.unsplash.com/photo-1556910103-1c02745aae4d?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=2070&q=80,team-building,,true,2025-02-07 13:00:26.731043+00,
3d1f0542-92a1-4073-ab11-eb096aa17141,Leadership Masterclas,Learn from experienced executives about effective leadership.,https://images.unsplash.com/photo-1559223607-a43c990c692c?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=2070&q=80,speaker,,true,2025-02-07 13:00:26.731043+00,
53df97f7-3283-4c44-ae4b-7e8019e3f175,Adventure Team Challenge,Build trust and collaboration through outdoor team challenges.,https://images.unsplash.com/photo-1526772662000-3f88f10405ff?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=1974&q=80,team-building,Popular,true,2025-02-07 13:00:26.731043+00,
6107cc49-0a0d-4f08-9d68-6ddf85384cc9,Test,Who,https://apgnwrhgqmffsrsuftgg.supabase.co/storage/v1/object/public/activity-images/1738933891802-b3xzvtlkgm.jpg,team-building,Hurray,true,2025-02-07 13:11:35.625616+00,
b3cc44e4-0259-431a-a214-99836c2fa817,Executive Leadership Workshop,Develop strategic thinking and decision-making skills through interactive sessions.,https://apgnwrhgqmffsrsuftgg.supabase.co/storage/v1/object/public/activity-images/1738999131022-fa9wcvyj0.png,leadership,Featured,true,2025-02-07 13:00:26.731043+00,
dfc2d517-aa73-46b9-a55a-58da6e947ad6,Remote Team Olympics,Compete in fun virtual challenges that bring remote teams together.,https://images.unsplash.com/photo-1609921212029-bb5a28e60960?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=2070&q=80,virtual,,true,2025-02-07 13:00:26.731043+00,
e0991dd9-77c7-4085-bdad-95292ca6dbea,Wine Tasting Journey,Discover fine wines and team bonding in a relaxed atmosphere.,https://images.unsplash.com/photo-1510812431401-41d2bd2722f3?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=2070&q=80,experiences,Premium,true,2025-02-07 13:00:26.731043+00,
e90d694f-e643-4f9f-8630-6eedf13cbe58,Crisis Management Training,Learn to handle high-pressure situations and lead teams through challenges.,https://images.unsplash.com/photo-1542744173-8e7e53415bb0?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=2070&q=80,leadership,,true,2025-02-07 13:00:26.731043+00,
ecb3fd11-cdbb-4f76-b330-042b29312385,Innovation Keynote,Get inspired by industry leaders sharing their success stories.,https://images.unsplash.com/photo-1475721027785-f74eccf877e2?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=2070&q=80,speaker,Exclusive,true,2025-02-07 13:00:26.731043+00,,,,[]
ff5eb338-dbb6-4341-b2f5-221e69d02be2,Virtual Escape Room,Solve puzzles and mysteries together in our virtual escape room.,https://images.unsplash.com/photo-1611162617474-5b21e879e113?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=1974&q=80,virtual,New,true,2025-02-07 13:00:26.731043+00,,,,[]